time_stamp,humidity,temperature,pm2.5_cf_1,pm10.0_cf_1
2023-06-17T03:40:00Z,76.5,69.5,38.695,40.076499999999996
2023-06-17T03:50:00Z,75.8,69.2,38.933,40.397000000000006
2023-06-17T04:00:00Z,76,69,41.062,42.53
2023-06-17T04:10:00Z,75.2,69,43.348,45.117000000000004
2023-06-17T04:20:00Z,73.4,69,43.345,44.906
2023-06-17T04:30:00Z,72.2,69.2,45.071,46.727000000000004
2023-06-17T04:40:00Z,71,69.2,45.848,47.42100000000001
2023-06-17T04:50:00Z,70.2,69,46.562,48.278000000000006
2023-06-17T05:00:00Z,69.2,69,46.907,48.452
2023-06-17T05:10:00Z,69,69,47.146,48.887
2023-06-17T05:20:00Z,68.8,69,46.897999999999996,48.70399999999999
2023-06-17T05:30:00Z,68.8,69,47.925,49.583
2023-06-17T05:40:00Z,69,69.6,46.501999999999995,48.301
2023-06-17T05:50:00Z,69,69.4,46.503,48.156000000000006
2023-06-17T06:00:00Z,69.4,69,47.119,48.909
2023-06-17T06:10:00Z,69.8,69,46.768,48.606
2023-06-17T06:20:00Z,70.2,68.4,46.384,48.311
2023-06-17T06:30:00Z,71,68,46.474999999999994,48.754000000000005
2023-06-17T06:40:00Z,72,67.8,46.825,48.867
2023-06-17T06:50:00Z,73,67,47.096000000000004,49.254000000000005
2023-06-17T07:00:00Z,73.6,67,45.9,47.985
2023-06-17T07:10:00Z,74.8,67,48.314,50.138999999999996
2023-06-17T07:20:00Z,75.2,67,48.368,50.316
2023-06-17T07:30:00Z,75,67,49.119,50.968
2023-06-17T07:40:00Z,74.8,67,48.356,50.515
2023-06-17T07:50:00Z,74,67,47.046,48.995999999999995
2023-06-17T08:00:00Z,73.4,67.4,46.268,48.473
2023-06-17T08:10:00Z,73.8,67.2,47.358000000000004,49.269000000000005
2023-06-17T08:20:00Z,74,67,48.308,50.307
2023-06-17T08:30:00Z,74.4,67,47.69,49.846000000000004
2023-06-17T08:40:00Z,73.4,66.8,45.604,47.504999999999995
2023-06-17T08:50:00Z,74,65.8,45.498999999999995,47.522999999999996
2023-06-17T09:00:00Z,75,66,46.507,48.519
2023-06-17T09:10:00Z,75,65.2,45.477000000000004,47.528999999999996
2023-06-17T09:20:00Z,74.6,64.4,43.201,45.494
2023-06-17T09:30:00Z,76.2,64,44.275999999999996,46.245999999999995
2023-06-17T09:40:00Z,76,64,43.783,45.897999999999996
2023-06-17T09:50:00Z,76.4,64.6,44.821,46.917
2023-06-17T10:00:00Z,75.2,65.6,42.352000000000004,43.905
2023-06-17T10:10:00Z,73.6,66,39.921,41.627
2023-06-17T10:20:00Z,73,66.4,39.608000000000004,41.406
2023-06-17T10:30:00Z,73,67,41.214,43.116
2023-06-17T10:40:00Z,72.6,67.8,42.006,43.769000000000005
2023-06-17T10:50:00Z,71,68.2,41.234,42.751999999999995
2023-06-17T11:00:00Z,69.6,69,42.727000000000004,44.331
2023-06-17T11:10:00Z,68.4,70,42.833,44.524
2023-06-17T11:20:00Z,67.2,70.4,41.479,42.996
2023-06-17T11:30:00Z,66.2,71.2,42.114999999999995,43.42
2023-06-17T11:40:00Z,64.4,72.4,40.012,41.46
2023-06-17T11:50:00Z,62.4,73.8,40.698,41.819
2023-06-17T12:00:00Z,59.8,75,38.922,40.324
2023-06-17T12:10:00Z,57,75.2,38.632999999999996,39.751
2023-06-17T12:20:00Z,56.8,76.6,36.96,38.089
2023-06-17T12:30:00Z,54.6,75.8,36.327,37.311
2023-06-17T12:40:00Z,53.8,76.4,37.308,38.248
2023-06-17T12:50:00Z,52.6,77.6,37.605999999999995,38.688
2023-06-17T13:00:00Z,51.2,78.8,37.993,39.099999999999994
2023-06-17T13:10:00Z,50.8,79,37.596999999999994,38.482
2023-06-17T13:20:00Z,49.4,77.8,39.048,40.039
2023-06-17T13:30:00Z,49.8,77.2,38.966,39.908
2023-06-17T13:40:00Z,48.4,78.8,38.07,39.05
2023-06-17T13:50:00Z,46.8,79.2,39.149,39.882000000000005
2023-06-17T14:00:00Z,46.8,79.4,39.664,40.501000000000005
2023-06-17T14:10:00Z,44.4,81.8,38.418,39.211
2023-06-17T14:20:00Z,43.2,82.6,37.732,38.524
2023-06-17T14:30:00Z,43,82,37.753,38.555
2023-06-17T14:40:00Z,43.2,81.2,38.298,39.025
2023-06-17T14:50:00Z,41.4,83.6,38.222,39.044
2023-06-17T15:00:00Z,40.4,84,38.101,38.941
2023-06-17T15:10:00Z,40,83,39.186,40.039
2023-06-17T15:20:00Z,39.6,83.6,39.108000000000004,40.066
2023-06-17T15:30:00Z,38.2,85.2,38.364000000000004,39.278
2023-06-17T15:40:00Z,37.8,85.6,38.562,39.704
2023-06-17T15:50:00Z,35.6,87.4,39.117,40.034
2023-06-17T16:00:00Z,35.8,87.2,38.144999999999996,38.989
2023-06-17T16:10:00Z,33.8,88.4,37.5,38.355999999999995
2023-06-17T16:20:00Z,34,89.6,38.229,38.976
2023-06-17T16:30:00Z,34,88.8,37.908,38.738
2023-06-17T16:40:00Z,33.6,88.4,38.061,38.945
2023-06-17T16:50:00Z,34.6,87,37.937,38.725
2023-06-17T17:00:00Z,34.4,88.8,37.28,38.132
2023-06-17T17:10:00Z,35.8,87.6,38.003,38.772
2023-06-17T17:20:00Z,33.6,89.2,37.637,38.359
2023-06-17T17:30:00Z,34,89,37.462999999999994,38.43
2023-06-17T17:40:00Z,33.2,89,36.748000000000005,37.308
2023-06-17T17:50:00Z,32.6,89.8,36.484,37.132999999999996
2023-06-17T18:00:00Z,33.4,89.2,37.881,38.617999999999995
2023-06-17T18:10:00Z,33.4,89.2,38.811,39.548
2023-06-17T18:20:00Z,32.2,90,39.254999999999995,40.149
2023-06-17T18:30:00Z,30.2,92.2,39.643,40.489000000000004
2023-06-17T18:40:00Z,31,91.2,40.468,41.244
2023-06-17T18:50:00Z,31.6,91.4,41.256,42.072
2023-06-17T19:00:00Z,31.4,90.4,43.019999999999996,43.842
2023-06-17T19:10:00Z,31.8,90.4,43.812,44.838
2023-06-17T19:20:00Z,30.8,90.2,44.411,45.211
2023-06-17T19:30:00Z,32.6,88.4,47.282,48.257000000000005
2023-06-17T19:40:00Z,30.4,90.2,46.546,47.519
2023-06-17T19:50:00Z,30.6,89.4,46.568,47.712
2023-06-17T20:00:00Z,32.4,88.2,46.765,47.938
2023-06-17T20:10:00Z,31.8,88.8,46.067,47.157
2023-06-17T20:20:00Z,31.8,88.6,45.92,46.955
2023-06-17T20:30:00Z,34,87.2,46.236999999999995,47.286
2023-06-17T20:40:00Z,33.8,89.2,44.317,45.46
2023-06-17T20:50:00Z,34.4,89,43.158,44.245000000000005
2023-06-17T21:00:00Z,35.8,87.6,42.289,43.345
2023-06-17T21:10:00Z,36,88,41.301,42.366
2023-06-17T21:20:00Z,35.2,87.6,39.596000000000004,40.551
2023-06-17T21:30:00Z,35.6,86.4,39.753,40.839
2023-06-17T21:40:00Z,36.2,86,39.016000000000005,39.919
2023-06-17T21:50:00Z,36.2,85.8,40.488,41.274
2023-06-17T22:00:00Z,38.2,85.6,40.298,41.181
2023-06-17T22:10:00Z,38.4,85.8,40.406,41.281
2023-06-17T22:20:00Z,38,86,40.376000000000005,41.378
2023-06-17T22:30:00Z,39,86,40.367999999999995,41.102000000000004
2023-06-17T22:40:00Z,39.2,86.2,40.489,41.435
2023-06-17T22:50:00Z,38.4,86,41.138000000000005,42.173
2023-06-17T23:00:00Z,37.8,86,40.260000000000005,41.167
2023-06-17T23:10:00Z,38.2,86,40.731,41.644999999999996
2023-06-17T23:20:00Z,39,85.6,40.445,41.38
2023-06-17T23:30:00Z,41.2,84.8,40.541,41.373000000000005
2023-06-17T23:40:00Z,42.2,83.4,39.988,41.053
2023-06-17T23:50:00Z,43.8,82.6,40.30500000000001,41.4
2023-06-18T00:00:00Z,44.4,81.6,40.271,41.383
2023-06-18T00:10:00Z,44.4,81.4,40.158,41.325
2023-06-18T00:20:00Z,46.2,82,39.479,40.403999999999996
2023-06-18T00:30:00Z,47.6,80.2,39.646,40.676
2023-06-18T00:40:00Z,48.4,79.6,41.428,42.561
2023-06-18T00:50:00Z,48.8,79.2,40.825,41.912000000000006
2023-06-18T01:00:00Z,47.2,78.6,41.518,42.869
2023-06-18T01:10:00Z,49,78.4,43.391999999999996,44.745000000000005
2023-06-18T01:20:00Z,48.6,78,43.175,44.204
2023-06-18T01:30:00Z,48,78,46.476,47.487
2023-06-18T01:40:00Z,48,77,48.674,50.126000000000005
2023-06-18T01:50:00Z,48.8,76.6,49.237,50.629
2023-06-18T02:00:00Z,52.2,75.4,47.238,48.513999999999996
2023-06-18T02:10:00Z,55,74.4,45.491,46.748999999999995
2023-06-18T02:20:00Z,55.2,73.8,45.187,46.545
2023-06-18T02:30:00Z,56,73,47.743,49.372
2023-06-18T02:40:00Z,59.4,72.4,47.175,48.667
2023-06-18T02:50:00Z,58.8,72,48.731,50.016999999999996
2023-06-18T03:00:00Z,59,71.2,51.074,52.573
2023-06-18T03:10:00Z,61.4,71.2,51.498000000000005,53.367999999999995
2023-06-18T03:20:00Z,66.2,71,50.294,52.238
2023-06-18T03:30:00Z,67.2,71,50.547,52.113
2023-06-18T03:40:00Z,67.2,70.2,51.153999999999996,52.87
2023-06-18T03:50:00Z,68.2,71,51.075,52.913
2023-06-18T04:00:00Z,67.6,69.8,51.14,52.870999999999995
2023-06-18T04:10:00Z,70.6,69,51.635,53.562
2023-06-18T04:20:00Z,71.8,69,51.89,53.998
2023-06-18T04:30:00Z,71.8,68,50.653000000000006,52.888
2023-06-18T04:40:00Z,72.2,68,51.814,53.638999999999996
2023-06-18T04:50:00Z,73,68,51.72,53.614000000000004
2023-06-18T05:00:00Z,72.4,68.4,52.955,55.197
2023-06-18T05:10:00Z,72.8,68.6,52.340999999999994,54.061
2023-06-18T05:20:00Z,73,69,52.969,54.875
2023-06-18T05:30:00Z,74.4,69,53.47,55.497
2023-06-18T05:40:00Z,74.8,68,53.114000000000004,55.097
2023-06-18T05:50:00Z,75.6,68,52.833,55.019000000000005
2023-06-18T06:00:00Z,75.6,68,53.465,55.269999999999996
2023-06-18T06:10:00Z,75.4,68.6,52.549,54.438
2023-06-18T06:20:00Z,74.8,68.6,51.14,53.369
2023-06-18T06:30:00Z,76.2,68.8,54.885000000000005,56.751000000000005
2023-06-18T06:40:00Z,75.4,69,52.456,54.414
2023-06-18T06:50:00Z,77.2,69,53.783,55.8
2023-06-18T07:00:00Z,77.2,68.4,51.201,53.147000000000006
2023-06-18T07:10:00Z,77,68,51.773,53.939
2023-06-18T07:20:00Z,78.8,68,53.841,55.744
2023-06-18T07:30:00Z,79.4,69,53.613,55.446
2023-06-18T07:40:00Z,79,69,51.787,53.665
2023-06-18T07:50:00Z,78.4,69,41.938,45.975
2023-06-18T08:00:00Z,78.4,69,49.689,51.941
2023-06-18T08:10:00Z,77.2,69,49.376,51.156000000000006
2023-06-18T08:20:00Z,76,67.4,51.629000000000005,53.67
2023-06-18T08:30:00Z,78,67.4,52.835,54.662
2023-06-18T08:40:00Z,78.2,68,52.272000000000006,54.068
2023-06-18T08:50:00Z,77.6,68,55.56,57.477999999999994
2023-06-18T09:00:00Z,76.2,68.4,57.108000000000004,59.316
2023-06-18T09:10:00Z,74.6,69,57.495000000000005,59.593
2023-06-18T09:20:00Z,75,69,57.70399999999999,60.062
2023-06-18T09:30:00Z,75,69,58.039,60.174
2023-06-18T09:40:00Z,73.6,69,58.31,60.516
2023-06-18T09:50:00Z,73.2,68.8,58.411,60.344
2023-06-18T10:00:00Z,72.2,68.6,59.44,61.772999999999996
2023-06-18T10:10:00Z,71.4,68,59.074,60.951
2023-06-18T10:20:00Z,69.4,68,59.189,61.445
2023-06-18T10:30:00Z,67,68.8,59.989999999999995,62.356
2023-06-18T10:40:00Z,64.2,69,59.463,61.747
2023-06-18T10:50:00Z,62.6,70,58.833,61.278
2023-06-18T11:00:00Z,61,70.2,59.94499999999999,62.117999999999995
2023-06-18T11:10:00Z,59.2,70.6,60.025,62.099999999999994
2023-06-18T11:20:00Z,58.6,71.4,59.331,61.391000000000005
2023-06-18T11:30:00Z,56,72,58.66,60.839
2023-06-18T11:40:00Z,54.6,73,58.68,60.649
2023-06-18T11:50:00Z,53.6,73,58.923,60.944
2023-06-18T12:00:00Z,52.4,74,58.161,60.147999999999996
2023-06-18T12:10:00Z,50.2,75.6,58.178,60.236000000000004
2023-06-18T12:20:00Z,48.4,77.6,58.245000000000005,60.116
2023-06-18T12:30:00Z,46.6,78.4,57.257999999999996,58.815
2023-06-18T12:40:00Z,45,80,56.343,58.015
2023-06-18T12:50:00Z,43,82,54.614999999999995,56.271
2023-06-18T13:00:00Z,40.8,82.8,53.974999999999994,55.448
2023-06-18T13:10:00Z,39,83.6,52.179,53.942
2023-06-18T13:20:00Z,37.2,84.6,50.476,51.653
2023-06-18T13:30:00Z,36,85.6,47.958,49.373000000000005
2023-06-18T13:40:00Z,34.8,87.6,44.388999999999996,45.415
2023-06-18T13:50:00Z,32.6,87.8,41.575,42.635999999999996
2023-06-18T14:00:00Z,30.8,88.2,39.265,40.432
2023-06-18T14:10:00Z,28.6,89.8,38.535,39.853
2023-06-18T14:20:00Z,28.8,89.2,39.42,40.449
2023-06-18T14:30:00Z,29.6,89.4,40.819,41.968999999999994
2023-06-18T14:40:00Z,28.2,92,39.163,39.954
2023-06-18T14:50:00Z,25.8,93.4,38.099999999999994,39.150999999999996
2023-06-18T15:00:00Z,25.6,92.6,38.385,39.092
2023-06-18T15:10:00Z,24.6,92,36.826,37.741
2023-06-18T15:20:00Z,26.2,93.2,38.275,39.397999999999996
2023-06-18T15:30:00Z,26,94.2,39.009,40.035
2023-06-18T15:40:00Z,26.2,96.4,38.013999999999996,38.881
2023-06-18T15:50:00Z,25,95.6,37.271,38.051
2023-06-18T16:00:00Z,25,95.2,37.387,38.349000000000004
2023-06-18T16:10:00Z,24.4,95.8,37.396,38.096999999999994
2023-06-18T16:20:00Z,24.6,97,37.218,38.054
2023-06-18T16:30:00Z,23.6,97.8,36.053,36.71
2023-06-18T16:40:00Z,20,98.8,32.153,32.844
2023-06-18T16:50:00Z,18.8,97.4,29.858,30.615000000000002
2023-06-18T17:00:00Z,18.4,96.2,27.971,28.53
2023-06-18T17:10:00Z,19.4,96.6,32.775,33.650999999999996
2023-06-18T17:20:00Z,21.2,96.6,33.399,34.024
2023-06-18T17:30:00Z,19.6,97.6,35.052,35.674
2023-06-18T17:40:00Z,20,98.2,35.629999999999995,36.349999999999994
2023-06-18T17:50:00Z,20.2,97.6,37.058,37.802
2023-06-18T18:00:00Z,20.2,97.4,36.203,37.1
2023-06-18T18:10:00Z,21.4,98.6,37.593,38.323
2023-06-18T18:20:00Z,20,98.6,37.513999999999996,38.266999999999996
2023-06-18T18:30:00Z,21.8,98,39.965,40.727000000000004
2023-06-18T18:40:00Z,21,97.4,39.958,40.763000000000005
2023-06-18T18:50:00Z,22.2,96,40.979,41.69
2023-06-18T19:00:00Z,21.2,98,40.839,41.737
2023-06-18T19:10:00Z,22.2,97.8,40.95,41.709999999999994
2023-06-18T19:20:00Z,21.6,99.4,40.342,41.182
2023-06-18T19:30:00Z,20.4,99.2,40.32,40.978
2023-06-18T19:40:00Z,20,98.6,39.244,40.027
2023-06-18T19:50:00Z,22.8,95.8,40.486,41.260999999999996
2023-06-18T20:00:00Z,25,94.4,41.357,42.346000000000004
2023-06-18T20:10:00Z,24.2,94.8,40.21,41.134
2023-06-18T20:20:00Z,25.8,95,40.425,41.275000000000006
2023-06-18T20:30:00Z,24.2,95.2,40.045,40.967
2023-06-18T20:40:00Z,24.6,94.8,38.961,39.962
2023-06-18T20:50:00Z,23.8,94.4,38.453,39.42
2023-06-18T21:00:00Z,25.2,92,38.88,39.738
2023-06-18T21:10:00Z,27.8,89.6,39.647999999999996,40.554
2023-06-18T21:20:00Z,29.2,89,40.426,41.203
2023-06-18T21:30:00Z,29.8,88.6,40.546,41.620999999999995
2023-06-18T21:40:00Z,30.6,88,40.794,41.752
2023-06-18T21:50:00Z,31,87.6,40.644999999999996,41.636
2023-06-18T22:00:00Z,29.6,88,39.268,40.325
2023-06-18T22:10:00Z,30.6,88,40.093,41.269000000000005
2023-06-18T22:20:00Z,30.2,87.8,39.206,40.230999999999995
2023-06-18T22:30:00Z,30.6,87,39.454,40.483000000000004
2023-06-18T22:40:00Z,30,87,39.092,40.04
2023-06-18T22:50:00Z,30.6,86.6,38.457,39.644999999999996
2023-06-18T23:00:00Z,33.8,86.4,38.541,39.515
2023-06-18T23:10:00Z,33.6,86,38.839,39.870000000000005
2023-06-18T23:20:00Z,33.4,85.4,38.722,39.582
2023-06-18T23:30:00Z,33.8,84.6,39.157,40.025000000000006
2023-06-18T23:40:00Z,35.2,83.8,38.616,39.763999999999996
2023-06-18T23:50:00Z,35.4,83,38.405,39.204
2023-06-19T00:00:00Z,37.8,82.2,38.705,39.781000000000006
2023-06-19T00:10:00Z,39.8,81,38.804,39.928
2023-06-19T00:20:00Z,40.8,80,38.799,40.016000000000005
2023-06-19T00:30:00Z,43.4,79,39.802,40.91
2023-06-19T00:40:00Z,44.6,77.8,40.094,41.175
2023-06-19T00:50:00Z,45.8,76.8,40.391000000000005,41.568
2023-06-19T01:00:00Z,47,75.8,41.33,42.928
2023-06-19T01:10:00Z,54,74.2,37.516000000000005,39.131
2023-06-19T01:20:00Z,56.4,74,42.494,44.047
2023-06-19T01:30:00Z,56.4,74,43.189,44.617000000000004
2023-06-19T01:40:00Z,56,74.6,43.245000000000005,44.881
2023-06-19T01:50:00Z,55.6,75,42.409,44.07
2023-06-19T02:00:00Z,55.6,75,43.509,44.705
2023-06-19T02:10:00Z,54.8,75,44.104,45.724000000000004
2023-06-19T02:20:00Z,55,74.8,43.588,45.292
2023-06-19T02:30:00Z,55,75,42.745000000000005,44.543
2023-06-19T02:40:00Z,55,75,43.813,45.418
2023-06-19T02:50:00Z,55,75,43.974999999999994,45.724000000000004
2023-06-19T03:00:00Z,56,74,44.177,45.482
2023-06-19T03:10:00Z,56.6,74,45.189,46.644
2023-06-19T03:20:00Z,57.2,74,45.564,47.29
2023-06-19T03:30:00Z,58,74,46.202,47.790000000000006
2023-06-19T03:40:00Z,58,74,46.96,48.637
2023-06-19T03:50:00Z,58,74,46.931,48.936
2023-06-19T04:00:00Z,58,74,47.55,49.116
2023-06-19T04:10:00Z,59,74,48.949,50.81
2023-06-19T04:20:00Z,59.4,73.2,49.91,51.937
2023-06-19T04:30:00Z,60,72.8,50.365,52.031000000000006
2023-06-19T04:40:00Z,60.8,73,51.733,53.474999999999994
2023-06-19T04:50:00Z,61.6,73,52.429,54.400999999999996
2023-06-19T05:00:00Z,62.4,73,51.815,53.582
2023-06-19T05:10:00Z,63.4,72,52.897999999999996,54.674
2023-06-19T05:20:00Z,64.6,71.8,52.003,53.785
2023-06-19T05:30:00Z,65.8,71.2,53.081,55.146
2023-06-19T05:40:00Z,66.2,71,53.296,55.497
2023-06-19T05:50:00Z,66.2,71.6,53.464,55.162
2023-06-19T06:00:00Z,67.2,71,54.042,55.899
2023-06-19T06:10:00Z,68,71,54.738,56.327
2023-06-19T06:20:00Z,68.6,71,55.465,57.292
2023-06-19T06:30:00Z,69.6,71,54.422,56.69
2023-06-19T06:40:00Z,69.6,71,55.778999999999996,57.881
2023-06-19T06:50:00Z,70,71,56.236999999999995,58.122
2023-06-19T07:00:00Z,71,71.4,56.476,58.557
2023-06-19T07:10:00Z,70.2,71.4,55.217,57.379
2023-06-19T07:20:00Z,71.2,70.8,55.303,57.304
2023-06-19T07:30:00Z,73,70,57.375,59.626999999999995
2023-06-19T07:40:00Z,73.4,70,57.256,59.657
2023-06-19T07:50:00Z,74,70,58.429,60.536
2023-06-19T08:00:00Z,74.8,70,58.798,60.81400000000001
